case_num,px1,py1,gx1,gy1,px2,py2,gx2,gy2,px3,py3,gx3,gy3,px4,py4,gx4,gy4,
371,-3.22,2.55,3.22,-2.55,-3.08,-2.41,3.08,2.41,-1.01,-3.86,1.01,3.86,-3.94,-0.12,3.94,0.12,
372,3.43,1.52,-3.43,-1.52,3.65,-0.19,-3.65,0.19,-3.52,1.93,3.52,-1.93,-0.94,4.17,0.94,-4.17,
373,-3.12,1.74,3.12,-1.74,2.86,2.07,-2.86,-2.07,-1.07,-3.55,1.07,3.55,3.92,0.97,-3.92,-0.97,
374,3.82,2.34,-3.82,-2.34,0.69,-4.40,-0.69,4.40,2.04,-3.51,-2.04,3.51,3.19,2.88,-3.19,-2.88,
375,-2.79,2.75,2.79,-2.75,3.70,0.02,-3.70,-0.02,0.91,3.97,-0.91,-3.97,-2.63,-3.47,2.63,3.47,
376,-4.01,-0.33,4.01,0.33,-3.07,-2.08,3.07,2.08,-2.17,3.83,2.17,-3.83,0.99,-3.45,-0.99,3.45,
377,-3.82,1.48,3.82,-1.48,-1.48,4.10,1.48,-4.10,-2.88,2.92,2.88,-2.92,3.35,-2.17,-3.35,2.17,
378,2.10,-3.36,-2.10,3.36,3.43,-2.71,-3.43,2.71,-3.94,-0.14,3.94,0.14,1.11,4.14,-1.11,-4.14,
379,3.68,1.20,-3.68,-1.20,1.13,4.04,-1.13,-4.04,-3.64,1.37,3.64,-1.37,2.67,2.97,-2.67,-2.97,
380,-3.56,1.88,3.56,-1.88,-4.42,-0.16,4.42,0.16,-3.91,-1.96,3.91,1.96,-4.04,0.57,4.04,-0.57,
381,-1.11,-4.30,1.11,4.30,-3.66,-0.64,3.66,0.64,-2.51,2.62,2.51,-2.62,1.68,-3.58,-1.68,3.58,
382,3.66,-1.84,-3.66,1.84,4.10,-1.02,-4.10,1.02,-3.42,0.41,3.42,-0.41,0.87,-3.81,-0.87,3.81,
383,3.79,0.58,-3.79,-0.58,3.72,-1.34,-3.72,1.34,-2.93,2.13,2.93,-2.13,1.21,-3.46,-1.21,3.46,
384,3.02,-3.04,-3.02,3.04,-3.85,1.22,3.85,-1.22,2.38,3.04,-2.38,-3.04,4.06,1.20,-4.06,-1.20,
385,1.10,4.12,-1.10,-4.12,3.14,-1.77,-3.14,1.77,3.95,-2.11,-3.95,2.11,3.96,0.01,-3.96,-0.01,
386,-3.38,1.83,3.38,-1.83,1.08,3.89,-1.08,-3.89,-2.18,-3.68,2.18,3.68,-3.97,0.94,3.97,-0.94,
387,-3.62,0.55,3.62,-0.55,2.55,2.80,-2.55,-2.80,-1.67,-3.02,1.67,3.02,4.29,0.23,-4.29,-0.23,
388,-1.52,3.71,1.52,-3.71,-2.71,-2.67,2.71,2.67,3.48,1.57,-3.48,-1.57,2.03,3.26,-2.03,-3.26,
389,-4.27,-1.63,4.27,1.63,2.56,-3.01,-2.56,3.01,3.96,-1.20,-3.96,1.20,-2.38,-3.00,2.38,3.00,
390,-2.18,3.17,2.18,-3.17,3.92,-0.38,-3.92,0.38,-3.98,-0.46,3.98,0.46,-0.99,4.13,0.99,-4.13,
391,2.31,3.95,-2.31,-3.95,1.18,4.03,-1.18,-4.03,-4.41,-0.25,4.41,0.25,-3.98,-1.02,3.98,1.02,
392,-4.16,1.69,4.16,-1.69,1.34,-3.16,-1.34,3.16,-1.21,-3.48,1.21,3.48,-3.91,0.31,3.91,-0.31,
393,-0.93,-3.74,0.93,3.74,-2.35,3.13,2.35,-3.13,-4.36,-0.10,4.36,0.10,3.31,2.01,-3.31,-2.01,
394,3.97,0.12,-3.97,-0.12,-1.63,-3.93,1.63,3.93,2.66,-3.62,-2.66,3.62,3.72,-2.79,-3.72,2.79,
395,4.27,-0.07,-4.27,0.07,3.84,1.14,-3.84,-1.14,2.47,-3.23,-2.47,3.23,3.33,-1.89,-3.33,1.89,
396,4.11,-1.43,-4.11,1.43,-2.95,-2.64,2.95,2.64,1.17,-4.21,-1.17,4.21,-3.72,-0.78,3.72,0.78,
397,-3.12,2.13,3.12,-2.13,-3.03,-2.54,3.03,2.54,-2.98,3.02,2.98,-3.02,-3.72,-0.21,3.72,0.21,
398,-1.21,3.74,1.21,-3.74,-4.15,-1.25,4.15,1.25,-3.39,-1.81,3.39,1.81,-3.81,-0.30,3.81,0.30,
399,-3.75,0.89,3.75,-0.89,-3.36,-2.48,3.36,2.48,-2.65,2.51,2.65,-2.51,-1.15,-3.42,1.15,3.42,
400,2.54,2.51,-2.54,-2.51,1.58,3.30,-1.58,-3.30,3.39,-2.92,-3.39,2.92,3.19,-2.13,-3.19,2.13,
401,2.48,2.55,-2.48,-2.55,-3.88,-1.23,3.88,1.23,-2.21,3.10,2.21,-3.10,-4.09,0.69,4.09,-0.69,
402,3.45,-2.55,-3.45,2.55,1.08,3.81,-1.08,-3.81,-3.46,-1.18,3.46,1.18,-0.82,4.19,0.82,-4.19,
403,-3.05,2.10,3.05,-2.10,-3.56,-0.94,3.56,0.94,-2.08,-3.14,2.08,3.14,2.37,-3.04,-2.37,3.04,
404,-3.85,0.13,3.85,-0.13,-4.31,0.95,4.31,-0.95,-1.64,-3.48,1.64,3.48,-3.32,-1.83,3.32,1.83,
405,-0.84,-4.01,0.84,4.01,4.32,0.16,-4.32,-0.16,-3.61,2.00,3.61,-2.00,-2.05,-2.91,2.05,2.91,
406,-3.83,1.83,3.83,-1.83,4.00,-0.98,-4.00,0.98,-2.92,-3.15,2.92,3.15,-2.19,2.93,2.19,-2.93,
407,-2.86,3.64,2.86,-3.64,-3.45,1.66,3.45,-1.66,-2.83,-2.90,2.83,2.90,-3.65,-1.37,3.65,1.37,
408,-3.93,-0.36,3.93,0.36,-1.08,-3.75,1.08,3.75,-2.28,-3.17,2.28,3.17,3.62,1.98,-3.62,-1.98,
409,1.82,-4.09,-1.82,4.09,2.94,2.59,-2.94,-2.59,-2.29,-3.27,2.29,3.27,3.60,-1.80,-3.60,1.80,
410,3.28,1.49,-3.28,-1.49,-2.40,2.70,2.40,-2.70,2.86,2.56,-2.86,-2.56,1.35,4.09,-1.35,-4.09,
411,-0.95,-3.72,0.95,3.72,-3.81,-0.50,3.81,0.50,2.33,-2.60,-2.33,2.60,2.36,-3.68,-2.36,3.68,
412,2.10,-3.24,-2.10,3.24,-1.32,4.27,1.32,-4.27,3.31,-1.49,-3.31,1.49,-2.89,-3.43,2.89,3.43,
413,3.16,-3.18,-3.16,3.18,-3.89,1.75,3.89,-1.75,-3.99,-1.48,3.99,1.48,-3.90,0.77,3.90,-0.77,
414,-2.66,-3.29,2.66,3.29,-4.44,-0.90,4.44,0.90,-1.62,3.49,1.62,-3.49,-3.55,2.06,3.55,-2.06,
415,-3.82,-1.93,3.82,1.93,-2.03,-3.43,2.03,3.43,4.19,-1.33,-4.19,1.33,4.28,0.05,-4.28,-0.05,
416,1.82,-3.43,-1.82,3.43,-2.15,-3.69,2.15,3.69,2.69,-3.54,-2.69,3.54,3.49,2.11,-3.49,-2.11,
417,3.98,1.37,-3.98,-1.37,-2.38,3.12,2.38,-3.12,-2.98,-2.49,2.98,2.49,-4.01,0.43,4.01,-0.43,
418,3.43,-1.52,-3.43,1.52,3.40,2.35,-3.40,-2.35,-2.89,2.94,2.89,-2.94,1.85,-3.49,-1.85,3.49,
419,3.02,-3.31,-3.02,3.31,3.76,1.27,-3.76,-1.27,-3.28,-2.99,3.28,2.99,1.79,3.68,-1.79,-3.68,
420,-0.90,-4.04,0.90,4.04,-2.29,-2.81,2.29,2.81,4.01,-0.90,-4.01,0.90,-2.20,-3.72,2.20,3.72,
421,3.04,-2.58,-3.04,2.58,4.41,-0.38,-4.41,0.38,1.17,-3.27,-1.17,3.27,-2.23,-3.06,2.23,3.06,
422,-3.89,-2.16,3.89,2.16,1.72,-3.53,-1.72,3.53,-3.47,-1.48,3.47,1.48,3.71,-2.19,-3.71,2.19,
423,-3.51,-0.96,3.51,0.96,2.75,-2.71,-2.75,2.71,3.50,2.92,-3.50,-2.92,2.48,-3.71,-2.48,3.71,
424,2.45,3.44,-2.45,-3.44,-4.26,-0.05,4.26,0.05,-2.82,3.17,2.82,-3.17,-3.87,1.42,3.87,-1.42,
425,-1.46,-3.54,1.46,3.54,-3.81,1.19,3.81,-1.19,-3.85,-0.34,3.85,0.34,3.37,-2.70,-3.37,2.70,
426,-4.21,0.78,4.21,-0.78,-2.13,-3.26,2.13,3.26,-3.62,-1.88,3.62,1.88,-2.86,-2.33,2.86,2.33,
427,3.10,-2.44,-3.10,2.44,3.85,-0.03,-3.85,0.03,4.22,-0.93,-4.22,0.93,2.19,-3.59,-2.19,3.59,
428,1.71,-3.86,-1.71,3.86,-3.63,1.47,3.63,-1.47,-1.27,-3.15,1.27,3.15,-2.27,3.26,2.27,-3.26,
429,-1.48,-3.57,1.48,3.57,2.93,2.26,-2.93,-2.26,-2.03,3.60,2.03,-3.60,4.12,1.33,-4.12,-1.33,
430,3.46,1.40,-3.46,-1.40,-1.05,4.17,1.05,-4.17,-1.17,-3.58,1.17,3.58,2.90,2.81,-2.90,-2.81,
431,-3.43,-2.55,3.43,2.55,3.60,1.70,-3.60,-1.70,4.25,0.73,-4.25,-0.73,1.03,3.81,-1.03,-3.81,
432,0.80,4.24,-0.80,-4.24,-3.42,2.40,3.42,-2.40,4.31,-0.07,-4.31,0.07,1.79,4.07,-1.79,-4.07,
433,4.23,-1.05,-4.23,1.05,-3.76,-1.52,3.76,1.52,0.72,3.36,-0.72,-3.36,-0.88,-4.15,0.88,4.15,
434,0.68,-3.47,-0.68,3.47,-1.51,3.99,1.51,-3.99,1.78,4.15,-1.78,-4.15,-3.51,-0.89,3.51,0.89,
435,-3.12,2.18,3.12,-2.18,0.96,3.59,-0.96,-3.59,-4.29,0.28,4.29,-0.28,3.89,0.50,-3.89,-0.50,
436,2.54,-2.91,-2.54,2.91,-2.29,3.72,2.29,-3.72,-4.07,-1.62,4.07,1.62,-3.93,0.06,3.93,-0.06,
437,-3.41,-2.47,3.41,2.47,-1.68,-3.37,1.68,3.37,-3.64,1.83,3.64,-1.83,1.17,-4.08,-1.17,4.08,
438,-3.98,0.41,3.98,-0.41,-3.71,-2.26,3.71,2.26,2.92,-2.51,-2.92,2.51,-0.70,3.49,0.70,-3.49,
439,-3.72,-0.69,3.72,0.69,0.82,3.68,-0.82,-3.68,-2.88,-2.91,2.88,2.91,3.69,2.52,-3.69,-2.52,
440,-0.68,3.38,0.68,-3.38,1.18,4.18,-1.18,-4.18,-3.21,3.09,3.21,-3.09,4.21,-1.21,-4.21,1.21,
441,-3.39,-2.63,3.39,2.63,-2.22,2.98,2.22,-2.98,3.52,1.30,-3.52,-1.30,-1.46,-3.34,1.46,3.34,
442,-4.41,0.32,4.41,-0.32,-3.83,-0.89,3.83,0.89,-3.26,-2.27,3.26,2.27,-1.27,4.11,1.27,-4.11,
443,-1.77,3.22,1.77,-3.22,3.64,-0.44,-3.64,0.44,-3.56,1.62,3.56,-1.62,2.98,-2.81,-2.98,2.81,
444,-2.80,-3.00,2.80,3.00,3.02,-2.40,-3.02,2.40,1.94,2.79,-1.94,-2.79,3.83,-0.79,-3.83,0.79,
445,-4.17,-1.83,4.17,1.83,0.82,4.25,-0.82,-4.25,-3.65,1.04,3.65,-1.04,1.01,3.36,-1.01,-3.36,
446,-4.36,0.69,4.36,-0.69,2.84,-3.16,-2.84,3.16,-3.58,-2.35,3.58,2.35,-1.98,3.96,1.98,-3.96,
447,3.74,-0.12,-3.74,0.12,4.03,-1.42,-4.03,1.42,3.38,-1.91,-3.38,1.91,4.26,1.55,-4.26,-1.55,
448,-3.65,1.11,3.65,-1.11,-1.58,3.33,1.58,-3.33,-4.01,-0.83,4.01,0.83,4.19,-0.04,-4.19,0.04,
449,2.46,3.07,-2.46,-3.07,3.59,2.57,-3.59,-2.57,0.99,3.98,-0.99,-3.98,4.03,1.10,-4.03,-1.10,
450,3.63,-1.32,-3.63,1.32,0.72,3.65,-0.72,-3.65,3.78,0.14,-3.78,-0.14,-3.43,-3.02,3.43,3.02,
451,1.66,-3.82,-1.66,3.82,2.54,-2.92,-2.54,2.92,1.18,3.40,-1.18,-3.40,4.28,0.44,-4.28,-0.44,
452,3.94,1.03,-3.94,-1.03,2.99,3.42,-2.99,-3.42,-3.08,2.08,3.08,-2.08,3.81,-1.25,-3.81,1.25,
453,-2.41,2.92,2.41,-2.92,2.97,3.16,-2.97,-3.16,-1.79,-3.83,1.79,3.83,3.15,-2.26,-3.15,2.26,
454,-1.41,-3.98,1.41,3.98,2.96,-2.35,-2.96,2.35,0.83,-3.59,-0.83,3.59,-3.89,-0.31,3.89,0.31,
455,2.76,-2.37,-2.76,2.37,3.83,-1.49,-3.83,1.49,-1.18,-3.94,1.18,3.94,-2.90,-2.85,2.90,2.85,
456,3.59,0.81,-3.59,-0.81,-3.33,1.98,3.33,-1.98,-3.76,0.45,3.76,-0.45,-2.28,3.19,2.28,-3.19,
457,3.86,0.68,-3.86,-0.68,3.95,-0.46,-3.95,0.46,-1.72,3.47,1.72,-3.47,1.57,3.93,-1.57,-3.93,
458,-2.51,3.75,2.51,-3.75,-3.01,1.53,3.01,-1.53,-4.43,-0.41,4.43,0.41,-0.93,-4.15,0.93,4.15,
459,-3.15,-2.36,3.15,2.36,2.90,-3.10,-2.90,3.10,-1.25,4.11,1.25,-4.11,1.23,3.49,-1.23,-3.49,
460,1.23,-3.57,-1.23,3.57,-2.83,-3.04,2.83,3.04,3.55,0.96,-3.55,-0.96,3.48,-2.37,-3.48,2.37,
461,-3.96,-1.66,3.96,1.66,-3.69,1.60,3.69,-1.60,2.80,3.00,-2.80,-3.00,-1.21,-4.03,1.21,4.03,
462,1.85,3.91,-1.85,-3.91,3.90,-0.23,-3.90,0.23,3.51,-1.43,-3.51,1.43,-1.46,-3.14,1.46,3.14,
463,3.69,-0.41,-3.69,0.41,-3.62,1.23,3.62,-1.23,4.35,1.31,-4.35,-1.31,-0.80,3.46,0.80,-3.46,
464,3.61,0.30,-3.61,-0.30,1.74,-3.31,-1.74,3.31,-1.95,-3.10,1.95,3.10,4.14,1.31,-4.14,-1.31,
465,-1.25,-3.70,1.25,3.70,3.67,2.44,-3.67,-2.44,1.06,-3.96,-1.06,3.96,4.06,1.53,-4.06,-1.53,
466,3.41,1.40,-3.41,-1.40,4.31,0.39,-4.31,-0.39,-1.19,3.86,1.19,-3.86,-3.10,-2.99,3.10,2.99,
467,-3.53,2.69,3.53,-2.69,4.11,0.53,-4.11,-0.53,-1.70,4.24,1.70,-4.24,2.68,-2.86,-2.68,2.86,
468,2.99,2.72,-2.99,-2.72,1.25,-3.73,-1.25,3.73,-2.23,-3.30,2.23,3.30,3.65,1.92,-3.65,-1.92,
469,3.86,0.79,-3.86,-0.79,2.21,-3.36,-2.21,3.36,1.15,-3.73,-1.15,3.73,3.82,-1.11,-3.82,1.11,
470,-0.81,3.58,0.81,-3.58,-0.79,-4.28,0.79,4.28,1.56,3.42,-1.56,-3.42,4.09,1.43,-4.09,-1.43,
471,4.44,0.04,-4.44,-0.04,1.78,-3.10,-1.78,3.10,2.64,2.51,-2.64,-2.51,3.79,-1.20,-3.79,1.20,
472,-4.08,-0.66,4.08,0.66,-2.53,-3.13,2.53,3.13,3.61,-0.84,-3.61,0.84,-3.33,2.52,3.33,-2.52,
473,2.71,-2.58,-2.71,2.58,2.08,3.52,-2.08,-3.52,3.69,1.87,-3.69,-1.87,-1.75,3.21,1.75,-3.21,
474,1.78,-3.34,-1.78,3.34,-3.70,1.11,3.70,-1.11,-2.84,3.16,2.84,-3.16,3.72,-2.68,-3.72,2.68,
475,3.40,-1.49,-3.40,1.49,2.17,-3.05,-2.17,3.05,3.76,0.49,-3.76,-0.49,-1.95,4.04,1.95,-4.04,
476,2.70,-2.65,-2.70,2.65,3.71,-1.50,-3.71,1.50,3.09,3.12,-3.09,-3.12,-2.33,-3.70,2.33,3.70,
477,-4.40,-0.24,4.40,0.24,-3.20,1.94,3.20,-1.94,-2.95,-2.91,2.95,2.91,3.40,-0.64,-3.40,0.64,
478,-1.74,3.86,1.74,-3.86,3.67,-1.20,-3.67,1.20,2.37,3.69,-2.37,-3.69,-3.75,-1.16,3.75,1.16,
479,-2.75,3.38,2.75,-3.38,-3.63,0.33,3.63,-0.33,-3.81,1.90,3.81,-1.90,2.26,3.71,-2.26,-3.71,
480,2.80,3.45,-2.80,-3.45,4.34,0.81,-4.34,-0.81,-1.77,4.26,1.77,-4.26,-1.94,3.23,1.94,-3.23,
481,-2.49,-3.84,2.49,3.84,-0.94,3.39,0.94,-3.39,-3.01,-3.06,3.01,3.06,3.69,-2.18,-3.69,2.18,
482,3.69,-0.03,-3.69,0.03,4.08,1.39,-4.08,-1.39,2.82,-3.09,-2.82,3.09,-0.79,-4.17,0.79,4.17,
483,-1.92,3.24,1.92,-3.24,4.22,0.41,-4.22,-0.41,-3.94,-1.40,3.94,1.40,2.47,3.82,-2.47,-3.82,
484,-4.21,1.55,4.21,-1.55,-3.65,-2.02,3.65,2.02,4.39,0.86,-4.39,-0.86,2.73,2.50,-2.73,-2.50,
485,-4.09,-1.59,4.09,1.59,-0.85,3.61,0.85,-3.61,1.60,3.58,-1.60,-3.58,2.45,3.67,-2.45,-3.67,
486,1.43,3.97,-1.43,-3.97,3.42,-1.79,-3.42,1.79,-1.28,3.29,1.28,-3.29,3.32,1.56,-3.32,-1.56,
487,-2.27,3.79,2.27,-3.79,3.59,-2.43,-3.59,2.43,3.35,-1.65,-3.35,1.65,-3.93,0.93,3.93,-0.93,
488,-1.38,-3.95,1.38,3.95,3.05,-3.18,-3.05,3.18,-3.74,2.65,3.74,-2.65,1.11,-4.20,-1.11,4.20,
489,-3.59,0.84,3.59,-0.84,-2.32,-3.10,2.32,3.10,-3.59,-0.07,3.59,0.07,3.53,1.50,-3.53,-1.50,
490,2.73,2.42,-2.73,-2.42,1.52,-3.70,-1.52,3.70,-1.37,-3.88,1.37,3.88,3.23,-3.02,-3.23,3.02,
491,2.50,2.42,-2.50,-2.42,3.59,2.21,-3.59,-2.21,2.82,-2.76,-2.82,2.76,-0.94,-4.07,0.94,4.07,
492,3.30,1.43,-3.30,-1.43,-3.05,-2.27,3.05,2.27,-2.12,3.39,2.12,-3.39,-0.99,4.28,0.99,-4.28,
493,-2.77,2.15,2.77,-2.15,2.69,2.56,-2.69,-2.56,4.16,-0.76,-4.16,0.76,-3.86,-1.88,3.86,1.88,
494,3.64,2.34,-3.64,-2.34,-4.20,-0.06,4.20,0.06,-3.80,-1.35,3.80,1.35,-2.45,-3.05,2.45,3.05,
495,-3.58,2.06,3.58,-2.06,1.48,-3.57,-1.48,3.57,0.90,3.91,-0.90,-3.91,-4.19,0.10,4.19,-0.10,
496,-3.83,-0.63,3.83,0.63,1.55,-3.69,-1.55,3.69,-3.05,1.92,3.05,-1.92,-2.93,-2.56,2.93,2.56,
497,-3.31,-2.33,3.31,2.33,1.11,4.02,-1.11,-4.02,2.92,-2.75,-2.92,2.75,4.30,-0.21,-4.30,0.21,
498,-3.82,-1.39,3.82,1.39,-1.65,4.00,1.65,-4.00,-1.20,-3.42,1.20,3.42,3.29,-2.66,-3.29,2.66,
499,1.02,-3.52,-1.02,3.52,-2.76,-2.43,2.76,2.43,2.26,-3.71,-2.26,3.71,4.18,0.63,-4.18,-0.63,
500,1.19,-3.48,-1.19,3.48,2.90,-3.16,-2.90,3.16,-2.83,-2.68,2.83,2.68,-4.00,-1.31,4.00,1.31,
